,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Gender_Female,Gender_Male,Education_Doctorate Degree,Education_Left School Before 16 years,Education_Left School at 16 years,Education_Left School at 17 years,Education_Left School at 18 years,Education_Masters Degree,Education_Professional Certificate/ Diploma,"Education_Some College,No Certificate Or Degree",Education_University Degree,Age_18 - 24,Age_25 - 34,Age_35 - 44,Age_45 - 54,Age_55 - 64,Age_65+,Country_Australia,Country_Canada,Country_New Zealand,Country_Other,Country_Republic of Ireland,Country_UK,Country_USA
274,38,46,47,37,46,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
275,40,37,47,46,52,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
276,27,43,42,41,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
277,26,49,53,48,41,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
278,33,37,44,48,42,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
279,24,45,48,46,45,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
280,35,41,51,43,35,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
281,36,38,30,42,41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
282,35,40,47,49,48,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
283,27,50,47,41,47,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
284,25,34,51,40,44,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
285,27,48,41,41,44,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
286,38,30,45,34,41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
287,39,42,43,46,35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
288,42,42,41,41,42,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
289,19,44,41,53,49,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
290,27,46,40,52,48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
291,42,32,49,38,39,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
292,35,39,42,39,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
293,47,40,45,38,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
294,32,43,45,39,41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
295,49,37,47,43,42,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
296,44,34,47,42,49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
297,37,38,36,53,45,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
298,44,33,45,46,46,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
299,33,37,35,44,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
300,41,37,41,47,48,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
301,34,44,46,38,39,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
302,32,40,37,42,48,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
303,26,22,37,53,43,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
304,38,31,40,36,47,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
305,31,36,41,50,47,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
306,21,45,45,43,52,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
307,28,41,45,47,45,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
308,24,39,40,44,46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
309,47,36,32,41,41,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
310,32,40,43,45,43,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
311,36,51,48,47,50,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
312,30,41,41,44,41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
313,28,45,50,43,45,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
314,31,45,53,40,36,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
315,28,52,39,43,49,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
316,36,40,41,45,48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
317,39,38,37,42,46,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
318,43,38,42,36,41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
319,41,38,39,54,52,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
320,28,43,49,49,43,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
321,45,32,34,45,36,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
322,38,40,55,37,48,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
323,28,48,45,49,55,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
324,30,28,32,49,45,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
325,20,50,46,53,50,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
326,38,38,37,50,38,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
327,32,43,39,46,41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
328,26,43,41,48,47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
329,33,37,39,40,46,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
330,31,37,35,49,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
331,59,26,40,46,28,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
332,24,37,39,44,43,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
333,34,39,36,34,42,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
334,40,36,50,46,34,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
335,42,41,45,43,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
336,30,42,53,31,45,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
337,20,48,48,48,51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
338,34,38,42,49,47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
339,31,47,52,45,45,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
340,21,46,44,49,53,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
341,42,40,46,42,46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
342,38,39,46,42,39,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
343,20,41,55,54,49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
344,36,43,45,49,44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
345,34,51,56,57,44,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
346,27,45,46,43,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
347,30,42,43,42,44,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
348,41,35,42,44,41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
349,46,36,52,51,37,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
350,40,41,46,40,38,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
351,34,35,49,48,31,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
352,31,40,45,39,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
353,38,39,46,45,40,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
354,42,40,54,54,48,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
355,25,39,37,52,45,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
356,57,31,39,31,29,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
357,40,34,52,44,39,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
358,30,50,50,44,45,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
359,41,45,46,44,41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
360,42,44,53,49,50,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
361,40,42,45,47,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
362,48,39,37,48,45,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
363,40,39,47,43,38,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
364,34,40,42,40,32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
365,26,43,45,42,46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
366,25,43,48,46,44,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
367,35,33,34,44,47,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
368,48,42,48,48,37,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
369,38,42,47,37,40,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
370,46,54,56,34,45,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
371,45,46,38,47,44,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
372,32,27,51,37,43,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
373,33,48,52,53,49,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
374,37,41,48,34,51,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
375,27,40,41,44,48,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
376,31,36,34,46,38,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
377,44,33,50,47,47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
378,44,37,51,43,44,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
379,31,47,44,39,43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
380,32,36,38,37,36,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
381,28,41,45,41,47,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
382,37,38,43,50,47,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
383,33,41,39,48,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
384,30,37,29,44,39,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
385,19,43,38,53,46,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
386,24,42,42,34,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
387,37,38,47,42,40,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
388,30,42,45,44,46,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
389,29,37,48,44,42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
390,42,40,47,45,43,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
391,31,42,42,43,49,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
392,28,39,30,39,51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
393,23,44,45,38,53,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
394,38,48,43,33,36,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
395,20,44,39,41,46,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
396,37,43,40,33,45,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
397,28,42,48,34,48,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
398,27,48,55,49,46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
399,34,39,32,47,47,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
400,37,32,43,32,37,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
401,27,35,44,39,32,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
402,23,44,44,38,39,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
403,45,39,45,42,44,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
404,37,50,57,51,42,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
405,53,33,56,43,39,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
406,49,39,44,41,37,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
